"name","type","state_code","degree_length","room_and_board","in_state_tuition","out_of_state_tuition","total_minority_percentage"
"High Point University","Private","NC","4 Year",14130,35118,35118,15.19
"Rocky Mountain College","Private","MT","4 Year",8330,28512,28512,15.19
"Pellissippi State Community College","Public","TN","2 Year",0,4480,13246,15.16
"Susquehanna University","Private","PA","4 Year",12630,47290,47290,15.15
"Georgetown College","Private","KY","4 Year",9780,38650,38650,15.13
"O'More College of Design","Private","TN","4 Year",0,29880,29880,15.12
"Roanoke College","Private","VA","4 Year",13690,44030,44030,15.12
"Florida Keys Community College","Public","FL","2 Year",10200,3277,13162,15.1
"Hiwassee College","Private","TN","2 Year",7987,19571,19571,15.09
"Lycoming College","Private","PA","4 Year",12568,40315,40315,15.08
"Crowder College","Public","MO","2 Year",5564,3540,5040,15.06
"St. Charles Community College","Public","MO","2 Year",0,3333,6720,15.06
"Chatham University","Private","PA","4 Year",12090,37611,37611,15.04
"Baptist College of Florida","Private","FL","4 Year",4612,12300,12300,15.02
"Northwestern Connecticut Community College","Public","CT","2 Year",0,4404,13172,14.99
"New Hampshire Institute of Art","Private","NH","4 Year",11460,28280,28280,14.96
"Samford University","Private","AL","4 Year",10550,31650,31650,14.96
"Gateway Community and Technical College","Public","KY","2 Year",0,5350,18040,14.95
"Pennsylvania College of Health Sciences","Private","PA","4 Year",0,27662,27662,14.93
"Lake Superior State University","Public","MI","4 Year",9882,12090,12090,14.91
"Benedictine College","Private","KS","4 Year",10300,29530,29530,14.87
"Chadron State College","Public","NE","4 Year",7380,7196,7196,14.87
"Kettering College","Private","OH","4 Year",4100,16200,16200,14.87
"University of Idaho","Public","ID","4 Year",8880,7864,25500,14.86
"Centenary University","Private","NJ","4 Year",11444,32998,32998,14.84
"Lakeview College of Nursing","Private","IL","4 Year",0,16320,16320,14.83
"Terra State Community College","Public","OH","2 Year",0,4824,8952,14.83
"Grand Valley State University","Public","MI","4 Year",8690,12484,17762,14.78
"Mansfield University of Pennsylvania","Public","PA","4 Year",11928,12330,21780,14.75
"Hawkeye Community College","Public","IA","2 Year",0,6360,6600,14.74
"Sacred Heart University","Private","CT","4 Year",15310,41420,41420,14.73
"Warren Wilson College","Private","NC","4 Year",10980,36280,36280,14.72
"Canisius College","Private","NY","4 Year",11300,28488,28488,14.71
"Berry College","Private","GA","4 Year",12770,36556,36556,14.7
"Corban University","Private","OR","4 Year",10228,33040,33040,14.67
"Pittsburgh Institute of Aeronautics","Private","PA","2 Year",0,15990,15990,14.66
"St. John Fisher College","Private","NY","4 Year",12400,34310,34310,14.65
"University of Scranton","Private","PA","4 Year",15182,44532,44532,14.62
"West Kentucky Community and Technical College","Public","KY","2 Year",0,5310,18000,14.6
"Jefferson College of Health Sciences","Private","VA","4 Year",5870,26886,26886,14.59
"Sewanee: The University of the South","Private","TN","4 Year",12880,45120,45120,14.59
"Bennington College","Private","VT","4 Year",15610,54360,54360,14.57
"Campbellsville University","Private","KY","4 Year",8000,25400,25400,14.56
"Keystone College","Private","PA","4 Year",11900,26920,26920,14.56
"Pittsburg State University","Public","KS","4 Year",7778,7298,18642,14.55
"Lincoln Land Community College","Public","IL","2 Year",0,4215,11985,14.53
"Blue Ridge Community and Technical College","Public","WV","2 Year",0,4128,7464,14.51
"Cabarrus College of Health Sciences","Private","NC","4 Year",0,13194,13194,14.51
"University of Iowa","Public","IA","4 Year",11172,9267,31233,14.5
"Evangel University","Private","MO","4 Year",8522,23296,23296,14.46
"Sussex County Community College","Public","NJ","2 Year",4155,6750,10950,14.46
"Kansas State University","Public","KS","4 Year",9680,10263,25767,14.45
"Idaho State University","Public","ID","4 Year",7207,7420,22940,14.42
"Northeast Wisconsin Technical College","Public","WI","2 Year",0,4473,6486,14.4
"Iowa Wesleyan College","Private","IA","4 Year",10500,30500,30500,14.38
"Maine College of Art","Private","ME","4 Year",11890,35000,35000,14.38
"Providence College","Private","RI","4 Year",14700,50390,50390,14.38
"Hobart and William Smith Colleges","Private","NY","4 Year",14785,55255,55255,14.27
"Bradley University","Private","IL","4 Year",10620,33760,33760,14.25
"Converse College","Private","SC","4 Year",10930,18690,18690,14.25
"New England Culinary Institute","For Profit","VT","2 Year",10466,22210,22210,14.22
"Belmont University","Private","TN","4 Year",12120,34310,34310,14.2
"Colorado School of Healing Arts","For Profit","CO","2 Year",0,12148,12148,14.2
"Weber State University","Public","UT","4 Year",6279,5831,16585,14.2
"Champlain College","Private","VT","4 Year",15354,41010,41010,14.17
"Prescott College","Private","AZ","4 Year",7700,31485,31485,14.15
"Ouachita Baptist University","Private","AR","4 Year",7880,26790,26790,14.12
"University of New England","Private","ME","4 Year",13990,37620,37620,14.12
"Shepherd University","Public","WV","4 Year",10500,7548,18048,14.11
"Ridgewater College","Public","MN","2 Year",0,5429,5429,14.1
"Wisconsin Lutheran College","Private","WI","4 Year",10190,29725,29725,14.08
"Edinboro University of Pennsylvania","Public","PA","4 Year",9408,10543,15062,14.06
"Holy Apostles College and Seminary","Private","CT","4 Year",0,9670,9670,14.02
"Allegany College of Maryland","Public","MD","2 Year",0,4140,9210,14.01
"Stevens Institute of Technology","Private","NJ","4 Year",15244,52202,52202,14.01
"Dakota State University","Public","SD","4 Year",6873,9276,12249,13.98
"Welch College","Private","TN","4 Year",7704,19012,19012,13.98
"California Miramar University","Private","CA","4 Year",0,12180,12180,13.89
"Le Moyne College","Private","NY","4 Year",13780,34625,34625,13.87
"Herkimer County Community College","Public","NY","2 Year",10128,5320,7950,13.84
"Martin Methodist College","Private","TN","4 Year",8400,24246,24246,13.8
"Neosho County Community College","Public","KS","2 Year",6100,3120,3120,13.79
"Caldwell Community College and Technical Institute","Public","NC","2 Year",0,2356,8116,13.78
"Hastings College","Private","NE","4 Year",9700,30050,30050,13.78
"North Georgia Technical College","Public","GA","2 Year",4000,3268,5938,13.78
"Geneva College","Private","PA","4 Year",10170,26730,26730,13.69
"Baptist Bible College","Private","MO","4 Year",7500,14150,14150,13.67
"Muhlenberg College","Private","PA","4 Year",11765,52595,52595,13.65
"University of Virginia's College at Wise","Public","VA","4 Year",10438,10119,27176,13.65
"Carthage College","Private","WI","4 Year",11990,43550,43550,13.64
"Franciscan University of Steubenville","Private","OH","4 Year",8500,27630,27630,13.63
"Northwest Nazarene University","Private","ID","4 Year",7400,29300,29300,13.61
"Blue Mountain College","Private","MS","4 Year",6294,12584,12584,13.6
"Heidelberg University","Private","OH","4 Year",10400,31000,31000,13.58
"Goldfarb School of Nursing at Barnes-Jewish College","Private","MO","4 Year",0,21150,21150,13.57
"Fort Hays State University","Public","KS","4 Year",8300,5133,15201,13.55
"Asbury University","Private","KY","4 Year",7160,30198,30198,13.52
"Hope College","Private","MI","4 Year",10310,34010,34010,13.52
"State Fair Community College","Public","MO","2 Year",5300,3750,7200,13.51
"Furman University","Private","SC","4 Year",12712,49532,49532,13.49
"Malone University","Private","OH","4 Year",9500,30860,30860,13.46
"West Virginia Wesleyan College","Private","WV","4 Year",8856,31640,31640,13.43
"Keuka College","Private","NY","4 Year",11906,32093,32093,13.42
"Centre College","Private","KY","4 Year",10480,41700,41700,13.41
"Young Harris College","Private","GA","4 Year",12372,29117,29117,13.38
"Community College of Beaver County","Public","PA","2 Year",0,5970,15390,13.35
"Myotherapy Institute","For Profit","NE","2 Year",0,11225,11225,13.33
"Webb Institute","Private","NY","4 Year",15050,50175,50175,13.33
"Kettering University","Private","MI","4 Year",8240,43490,43490,13.32
"Tillamook Bay Community College","Public","OR","2 Year",4082,4860,5760,13.32
"West Shore Community College","Public","MI","2 Year",0,3476,7286,13.31
"Ball State University","Public","IN","4 Year",10234,9896,26468,13.29
"Jamestown Community College","Public","NY","2 Year",10750,5850,10720,13.29
"Northeast Alabama Community College","Public","AL","2 Year",0,4740,8610,13.29
"Warren County Community College","Public","NJ","2 Year",0,4980,5880,13.29
"Fairfield University","Private","CT","4 Year",14710,48350,48350,13.21
"Sacred Heart Major Seminary","Private","MI","4 Year",10675,19840,19840,13.21
"Sierra Nevada College","Private","NV","4 Year",13357,34241,34241,13.19
"Niagara University","Private","NY","4 Year",13200,33180,33180,13.15
"Trine University","Private","IN","4 Year",10810,32175,32175,13.14
"Bellarmine University","Private","KY","4 Year",12250,42200,42200,13.11
"Calvin College","Private","MI","4 Year",10200,34600,34600,13.1
"Genesee Community College","Public","NY","2 Year",8720,4640,5240,13.1
"Southeast Technical Institute","Public","SD","2 Year",0,7200,7200,13.08
"Clemson University","Public","SC","4 Year",10832,14970,36724,13.03
"Edgewood College","Private","WI","4 Year",11020,29500,29500,13.02
"Spokane Community College","Public","WA","2 Year",0,4393,9824,13.02
"Research College of Nursing","For Profit","MO","4 Year",9970,37600,37600,13.01
"Stonehill College","Private","MA","4 Year",16000,42746,42746,12.96
"Henderson Community College","Public","KY","2 Year",0,5550,18000,12.95
"Lindsey Wilson College","Private","KY","4 Year",9385,24850,24850,12.95
"Drury University","Private","MO","4 Year",8096,28365,28365,12.93
"University of North Carolina at Asheville","Public","NC","4 Year",9106,7145,23868,12.93
"Dickinson State University","Public","ND","4 Year",6898,6765,9544,12.91
"Gettysburg College","Private","PA","4 Year",13010,54480,54480,12.91
"John A. Logan College","Public","IL","2 Year",0,3600,5940,12.91
"Pittsburgh Institute of Mortuary Science","Private","PA","2 Year",0,15325,15325,12.9
"Glen Oaks Community College","Public","MI","2 Year",0,4440,7350,12.86
"Maharishi University of Management","Private","IA","4 Year",7400,16530,16530,12.86
"Northeast Community College","Public","NE","2 Year",8605,3480,4635,12.84
"Lakeshore Technical College","Public","WI","2 Year",0,4020,6030,12.83
"Finlandia University","Private","MI","4 Year",8800,22758,22758,12.78
"Cleveland State Community College","Public","TN","2 Year",0,4539,17445,12.75
"Hibbing Community College","Public","MN","2 Year",3380,5336,5336,12.75
"Gustavus Adolphus College","Private","MN","4 Year",9910,45400,45400,12.74
"Transylvania University","Private","KY","4 Year",10460,38750,38750,12.72
"South Dakota School of Mines and Technology","Public","SD","4 Year",8440,9779,14021,12.69
"St. Lawrence University","Private","NY","4 Year",14134,54846,54846,12.69
"Bob Jones University","Private","SC","4 Year",6976,18150,18150,12.68
"New River Community College","Public","VA","2 Year",0,4697,10703,12.67
"Rose-Hulman Institute of Technology","Private","IN","4 Year",14766,49871,49871,12.65
"Bard College","Private","NY","4 Year",15488,54680,54680,12.64
"Auburn University","Public","AL","4 Year",13332,11276,30524,12.62
"Bluefield State College","Public","WV","4 Year",0,8820,16920,12.6
"Landmark College","Private","VT","2 Year",11840,56800,56800,12.55
"Finger Lakes Community College","Public","NY","2 Year",9737,5158,7450,12.53
"North Central University","Private","MN","4 Year",7400,24240,24240,12.51
"West Virginia University","Public","WV","4 Year",10918,8856,24950,12.5
"Cleary University","Private","MI","4 Year",9600,20250,20250,12.48
"Seton Hill University","Private","PA","4 Year",11884,35748,35748,12.46
"Lake Region State College","Public","ND","2 Year",6660,4475,4475,12.42
"Northern Kentucky University","Public","KY","4 Year",10022,10032,19680,12.36
"Hobe Sound Bible College","Private","FL","4 Year",6170,6490,6490,12.35
"Brigham Young University","Private","UT","4 Year",7628,5620,5620,12.31
"Lebanon Valley College","Private","PA","4 Year",11860,43650,43650,12.31
"Lee University","Private","TN","4 Year",7410,17690,17690,12.31
"Goddard College","Private","VT","4 Year",1698,16586,16586,12.27
"East Tennessee State University","Public","TN","4 Year",8472,9277,28459,12.26
"Juniata College","Private","PA","4 Year",12521,45597,45597,12.25
"Southern Maine Community College","Public","ME","2 Year",9488,3820,6640,12.25
"Wayne State College","Public","NE","4 Year",7668,6989,12299,12.25
"Kuyper College","Private","MI","4 Year",7285,21989,21989,12.22
"Milwaukee School of Engineering","Private","WI","4 Year",10389,40749,40749,12.21
"University of Central Missouri","Public","MO","4 Year",8766,7673,14442,12.21
"Wytheville Community College","Public","VA","2 Year",0,4830,10758,12.17
"Drake University","Private","IA","4 Year",10528,41396,41396,12.11
"Albion College","Private","MI","4 Year",12380,45775,45775,12.07
"Carroll University","Private","WI","4 Year",9484,31918,31918,12.07
"University of Jamestown","Private","ND","4 Year",7570,21976,21976,12.06
"Lincoln Memorial University","Private","TN","4 Year",8000,22010,22010,12.05
"Ozarks Technical Community College","Public","MO","2 Year",0,4000,6760,12.05
"Pierpont Community and Technical College","Public","WV","2 Year",9980,4918,11472,11.99
"St. Ambrose University","Private","IA","4 Year",10470,30894,30894,11.97
"Clarion University of Pennsylvania","Public","PA","4 Year",12670,11175,15033,11.96
"Clarkson College","Private","NE","4 Year",5398,16920,16920,11.96
"Black Hills State University","Public","SD","4 Year",6978,8733,11778,11.94
"Central Maine Community College","Public","ME","2 Year",9340,3720,6540,11.92
"Ohio University","Public","OH","4 Year",11830,12192,21656,11.92
"Eureka College","Private","IL","4 Year",9620,25390,25390,11.9
"Mount Carmel College of Nursing","Private","OH","4 Year",5000,13907,13907,11.9
"Missouri State University","Public","MO","4 Year",8755,7452,15342,11.89
"Fox Valley Technical College","Public","WI","2 Year",0,4565,6578,11.88
"Salve Regina University","Private","RI","4 Year",14500,40550,40550,11.87
"John Carroll University","Private","OH","4 Year",11874,41340,41340,11.85
"Iowa State University","Public","IA","4 Year",8720,8988,23392,11.8
"University of Mount Union","Private","OH","4 Year",10200,31260,31260,11.8
"Trinity College of Nursing & Health Sciences","Private","IL","4 Year",0,24215,24215,11.79
"Cayuga Community College","Public","NY","2 Year",0,5290,9948,11.77
"Milligan College","Private","TN","4 Year",7100,33700,33700,11.77
"North Dakota State College of Science","Public","ND","2 Year",6220,5132,12402,11.77
"Colby-Sawyer College","Private","NH","4 Year",14264,42398,42398,11.76
"Mid-Plains Community College","Public","NE","2 Year",6450,3210,4130,11.76
"Northwest Missouri State University","Public","MO","4 Year",10016,9805,16457,11.76
"Alma College","Private","MI","4 Year",10998,40258,40258,11.75
"Mount Marty College","Private","SD","4 Year",7986,27276,27276,11.73
"Clarkson University","Private","NY","4 Year",14908,49444,49444,11.7
"Kentucky Christian University","Private","KY","4 Year",8270,19820,19820,11.7
"Kaskaskia College","Public","IL","2 Year",0,4470,12330,11.66
"Wilkes Community College","Public","NC","2 Year",0,2420,8180,11.66
"Northcentral Technical College","Public","WI","2 Year",0,4026,6039,11.65
"Lewis-Clark State College","Public","ID","4 Year",7580,6618,19236,11.64
"Wilkes University","Private","PA","4 Year",14682,36194,36194,11.64
"Duquesne University","Private","PA","4 Year",12586,38178,38178,11.63
"Missouri Baptist University","Private","MO","4 Year",8720,27124,27124,11.63
"Southeast Missouri State University","Public","MO","4 Year",8935,7418,13155,11.59
"Valley City State University","Public","ND","4 Year",6446,7626,17166,11.54
"Elmira Business Institute","For Profit","NY","2 Year",0,14850,14850,11.5
"Lake Superior College","Public","MN","2 Year",0,5166,6270,11.49
"Eastern Kentucky University","Public","KY","4 Year",9018,9296,19074,11.45
"Iowa Lakes Community College","Public","IA","2 Year",6750,6058,6388,11.45
"Eastern Wyoming College","Public","WY","2 Year",6320,3096,7608,11.44
"Missouri University of Science and Technology","Public","MO","4 Year",10274,10169,28499,11.38
"Appalachian State University","Public","NC","4 Year",8304,7214,22021,11.37
"Walsh University","Private","OH","4 Year",10680,29980,29980,11.37
"Colby Community College","Public","KS","2 Year",3704,3616,5504,11.34
"Murray State University","Public","KY","4 Year",9190,9084,24540,11.33
"University of Wyoming","Public","WY","4 Year",10320,5400,17490,11.32
"University of Vermont","Public","VT","4 Year",12462,18276,42516,11.31
"Northland College","Private","WI","4 Year",9176,36183,36183,11.3
"Butler University","Private","IN","4 Year",13830,41120,41120,11.26
"Harding University","Private","AR","4 Year",7044,20135,20135,11.24
"University of Nebraska Medical Center","Public","NE","4 Year",0,11558,28898,11.15
"Merrimack College","Private","MA","4 Year",15845,41760,41760,11.12
"North Iowa Area Community College","Public","IA","2 Year",7128,5408,7721,11.12
"Messiah College","Private","PA","4 Year",10520,35160,35160,11.1
"Community College of Vermont","Public","VT","2 Year",0,8190,16230,11.03
"University of North Dakota","Public","ND","4 Year",8974,8695,20759,11.02
"North Greenville University","Private","SC","4 Year",10240,19750,19750,10.98
"Spoon River College","Public","IL","2 Year",0,4950,11370,10.98
"Bluffton University","Private","OH","4 Year",10800,32766,32766,10.97
"Nebraska Wesleyan University","Private","NE","4 Year",9622,34202,34202,10.95
"Elmira College","Private","NY","4 Year",12000,41900,41900,10.93
"Hanover College","Private","IN","4 Year",11580,37670,37670,10.92
"West Virginia State University","Public","WV","4 Year",11892,8167,16072,10.92
"Otterbein University","Private","OH","4 Year",11258,31874,31874,10.89
"Alaska Bible College","Private","AK","4 Year",5700,9300,9300,10.87
"Marshall University","Public","WV","4 Year",10450,8128,18614,10.84
"Truman State University","Public","MO","4 Year",8780,7729,14581,10.84
"Wartburg College","Private","IA","4 Year",9996,41280,41280,10.84
"Thomas More College","Private","KY","4 Year",7950,31120,31120,10.82
"McDowell Technical Community College","Public","NC","2 Year",0,2333,8093,10.8
"Carroll Community College","Public","MD","2 Year",0,5160,10448,10.75
"Lees-McRae College","Private","NC","4 Year",11078,26198,26198,10.74
"University of Maine at Machias","Public","ME","4 Year",8486,7840,15100,10.74
"Yeshiva University","Private","NY","4 Year",12250,43500,43500,10.74
"Marietta College","Private","OH","4 Year",11320,36040,36040,10.73
"Miles Community College","Public","MT","2 Year",6280,4230,8820,10.71
"Central Lakes College","Public","MN","2 Year",4000,5492,5492,10.69
"College of the Atlantic","Private","ME","4 Year",9747,43542,43542,10.62
"Loras College","Private","IA","4 Year",8275,34184,34184,10.58
"Lewis and Clark Community College","Public","IL","2 Year",0,4440,15690,10.55
"University of South Dakota","Public","SD","4 Year",8216,9061,12425,10.55
"Slippery Rock University of Pennsylvania","Public","PA","4 Year",10312,10517,18233,10.51
"Dordt College","Private","IA","4 Year",9590,30870,30870,10.49
"Lyndon State College","Public","VT","4 Year",10598,12074,25394,10.49
"Marion Technical College","Public","OH","2 Year",0,5282,7202,10.49
"Ripon College","Private","WI","4 Year",8400,43808,43808,10.48
"Mercy College of Health Sciences","Private","IA","4 Year",0,17752,17752,10.47
"Morrison Institute of Technology","Private","IL","2 Year",5200,16100,16100,10.47
"Fairmont State University","Public","WV","4 Year",9004,7514,16324,10.46
"Roger Williams University","Private","RI","4 Year",15890,34522,34522,10.46
"Northwest State Community College","Public","OH","2 Year",0,5102,9942,10.44
"North Idaho College","Public","ID","2 Year",7500,4245,10815,10.35
"Mid-America College of Funeral Service","Private","IN","2 Year",0,15600,15600,10.34
"Johnson College","Private","PA","2 Year",8250,18641,18641,10.33
"Green Mountain College","Private","VT","4 Year",11722,37002,37002,10.32
"University of Mary","Private","ND","4 Year",6890,18720,18720,10.32
"Boise Bible College","Private","ID","4 Year",6200,12520,12520,10.29
"Nebraska Christian College","Private","NE","4 Year",9020,17665,17665,10.29
"Carroll College","Private","MT","4 Year",9880,35486,35486,10.28
"La Roche College","Private","PA","4 Year",11556,28564,28564,10.27
"Franklin Pierce University","Private","NH","4 Year",13345,36900,36900,10.24
"Bemidji State University","Public","MN","4 Year",8408,8696,8696,10.23
"Ozark Christian College","Private","MO","4 Year",6160,12620,12620,10.23
"Pontifical College Josephinum","Private","OH","4 Year",10600,23285,23285,10.18
"University of Pikeville","Private","KY","4 Year",7800,20950,20950,10.17
"University of Southern Indiana","Public","IN","4 Year",8838,7970,18626,10.01
"Elizabethtown College","Private","PA","4 Year",11370,46940,46940,9.99
"Covenant College","Private","GA","4 Year",10260,34330,34330,9.97
"Houghton College","Private","NY","4 Year",9288,32488,32488,9.97
"Oak Hills Christian College","Private","MN","4 Year",6984,17314,17314,9.93
"North Arkansas College","Public","AR","2 Year",0,2850,5790,9.87
"Southeastern Illinois College","Public","IL","2 Year",0,3480,5700,9.87
"Dabney S. Lancaster Community College","Public","VA","2 Year",0,4710,10008,9.79
"Logan University","Private","MO","4 Year",0,8350,8350,9.79
"Corning Community College","Public","NY","2 Year",9600,5348,10148,9.76
"Taylor University","Private","IN","4 Year",9614,34114,34114,9.74
"North Central State College","Public","OH","2 Year",0,4998,9020,9.7
"Bismarck State College","Public","ND","2 Year",7794,4790,6785,9.67
"Lake Land College","Public","IL","2 Year",0,4110,13736,9.67
"University of New Hampshire at Manchester","Public","NH","4 Year",0,15265,30635,9.65
"Marywood University","Private","PA","4 Year",13900,34910,34910,9.62
"Husson University","Private","ME","4 Year",9830,18180,18180,9.6
"Wheeling Jesuit University","Private","WV","4 Year",9900,29290,29290,9.59
"Tennessee Technological University","Public","TN","4 Year",9736,9103,25759,9.58
"Pennsylvania College of Technology","Public","PA","4 Year",11544,16740,23880,9.55
"Moraine Park Technical College","Public","WI","2 Year",0,4065,4065,9.51
"Indiana University East","Public","IN","4 Year",0,7344,19400,9.49
"Massachusetts Maritime Academy","Public","MA","4 Year",12675,9724,26102,9.49
"Northwestern Health Sciences University","Private","MN","4 Year",0,13380,13380,9.44
"Huntington University","Private","IN","4 Year",8668,26180,26180,9.43
"Cincinnati College of Mortuary Science","Private","OH","2 Year",0,20475,20475,9.41
"North Central Michigan College","Public","MI","2 Year",6300,3570,7710,9.38
"University of Wisconsin-Stout","Public","WI","4 Year",6924,9457,17423,9.37
"University of Southern Maine","Public","ME","4 Year",9450,9520,22780,9.34
"Adirondack Community College","Public","NY","2 Year",11660,5375,9935,9.3
"Bryan College of Health Sciences","Private","NE","4 Year",0,18270,18270,9.26
"Bethany Lutheran College","Private","MN","4 Year",8100,27650,27650,9.23
"Casper College","Public","WY","2 Year",6880,3072,7584,9.23
"Mercyhurst University","Private","PA","4 Year",12880,38070,38070,9.23
"Aultman College of Nursing and Health Sciences","Private","OH","2 Year",0,18510,18510,9.22
"Nicolet Area Technical College","Public","WI","2 Year",0,4404,6437,9.22
"Saint Michael's College","Private","VT","4 Year",12220,45375,45375,9.21
"Southern New Hampshire University","Private","NH","4 Year",13120,31136,31136,9.16
"University of Evansville","Private","IN","4 Year",12460,36416,36416,9.12
"James A. Rhodes State College","Public","OH","2 Year",0,5104,10210,9.08
"St. Clair County Community College","Public","MI","2 Year",0,4440,11190,9.06
"Gannon University","Private","PA","4 Year",12650,32136,32136,9.05
"Cedarville University","Private","OH","4 Year",7360,30270,30270,9.04
"Hocking College","Public","OH","2 Year",8560,4390,8790,9.01
"University of Dayton","Private","OH","4 Year",13580,42900,42900,9.0
"Madisonville Community College","Public","KY","2 Year",0,5310,18000,8.98
"Creative Center","For Profit","NE","4 Year",0,27700,27700,8.97
"University of Northern Iowa","Public","IA","4 Year",8948,8938,19480,8.94
"Mount Mercy University","Private","IA","4 Year",9534,31798,31798,8.85
"Luther College","Private","IA","4 Year",9460,42290,42290,8.81
"University of Sioux Falls","Private","SD","4 Year",7350,18280,18280,8.81
"University of Maine","Public","ME","4 Year",10418,11170,30970,8.8
"Westmoreland County Community College","Public","PA","2 Year",0,5520,13500,8.74
"Winona State University","Public","MN","4 Year",9010,9425,15348,8.73
"Ohio Northern University","Private","OH","4 Year",11650,32260,32260,8.69
"Southwest Baptist University","Private","MO","4 Year",7720,24010,24010,8.66
"Broome Community College","Public","NY","2 Year",11818,5482,10210,8.63
"Carson-Newman University","Private","TN","4 Year",8810,27900,27900,8.59
"Clarke University","Private","IA","4 Year",9600,33350,33350,8.58
"Owensboro Community and Technical College","Public","KY","2 Year","0","5310","18000","8.57"
"Chippewa Valley Technical College","Public","WI","2 Year","0","4364","6377","8.56"
"Commonwealth Technical Institute","Private","PA","2 Year","10980","11324","11324","8.56"
"Northwestern Michigan College","Public","MI","2 Year","8750","4174","9611","8.55"
"Mount Vernon Nazarene University","Private","OH","4 Year","8170","29244","29244","8.52"
"Boston Baptist College","Private","MA","4 Year","7810","12600","12600","8.51"
"Mid Michigan Community College","Public","MI","2 Year","0","4744","7080","8.46"
"Endicott College","Private","MA","4 Year","15726","33050","33050","8.38"
"New River Community and Technical College","Public","WV","2 Year","0","4526","7140","8.38"
"Manhattan Christian College","Private","KS","4 Year","9092","15850","15850","8.36"
"Maranatha Baptist University","Private","WI","4 Year","7100","15410","15410","8.36"
"Shawnee State University","Public","OH","4 Year","10864","8556","14714","8.26"
"University of the Cumberlands","Private","KY","4 Year","9000","23000","23000","8.26"
"Pennsylvania Highlands Community College","Public","PA","2 Year","0","5820","11460","8.22"
"Muskingum University","Private","OH","4 Year","11480","28516","28516","8.20"
"Buena Vista University","Private","IA","4 Year","9538","34004","34004","8.19"
"Southwest Minnesota State University","Public","MN","4 Year","7985","8632","8632","8.19"
"North Dakota State University","Public","ND","4 Year","8565","9294","13273","8.18"
"Plymouth State University","Public","NH","4 Year","11100","14099","22769","8.18"
"Roane State Community College","Public","TN","2 Year","0","4443","17349","8.13"
"John Wood Community College","Public","IL","2 Year","0","4890","8190","8.11"
"Mid-State Technical College","Public","WI","2 Year","0","4026","6039","8.10"
"God's Bible School and College","Private","OH","4 Year","0","4270","4270","8.06"
"South Dakota State University","Public","SD","4 Year","7896","8764","12128","8.01"
"Edison State Community College","Public","OH","2 Year","0","4699","8608","7.92"
"Johnson University","Private","TN","4 Year","6700","16060","16060","7.92"
"University of New Hampshire","Public","NH","4 Year","11580","18499","33879","7.83"
"Dakota Wesleyan University","Private","SD","4 Year","7350","27300","27300","7.70"
"Monroe County Community College","Public","MI","2 Year","0","3965","7175","7.70"
"Northern State University","Public","SD","4 Year","8029","8498","11471","7.70"
"Great Bay Community College","Public","NH","2 Year","0","7200","15450","7.65"
"Rend Lake College","Public","IL","2 Year","0","3900","6600","7.54"
"Faith Baptist Bible College and Theological Seminary","Private","IA","4 Year","6800","16876","16876","7.53"
"Keene State College","Public","NH","4 Year","11026","14212","23176","7.52"
"Central College","Private","IA","4 Year","10280","37295","37295","7.51"
"University of Maine at Presque Isle","Public","ME","4 Year","8406","8035","12235","7.47"
"Tri-County Community College","Public","NC","2 Year","0","2339","8099","7.46"
"Walters State Community College","Public","TN","2 Year","0","4428","13194","7.44"
"West Liberty University","Public","WV","4 Year","9406","7730","15670","7.39"
"Northwest Iowa Community College","Public","IA","2 Year","0","5070","5370","7.33"
"Saint Anselm College","Private","NH","4 Year","14500","41200","41200","7.32"
"Southeast Missouri Hospital College of Nursing and Health Sciences","Private","MO","2 Year","0","12460","12460","7.30"
"Paul Smith's College","Private","NY","4 Year","12240","28484","28484","7.29"
"University of Pittsburgh at Johnstown","Public","PA","4 Year","9980","13878","25122","7.28"
"West Virginia Northern Community College","Public","WV","2 Year","0","4197","11493","7.28"
"Eastern Maine Community College","Public","ME","2 Year","8930","3816","6636","7.23"
"Saint Joseph's College of Maine","Private","ME","4 Year","13680","35650","35650","7.23"
"University of Maine at Fort Kent","Public","ME","4 Year","8220","8115","12315","7.23"
"Virginia Highlands Community College","Public","VA","2 Year","0","4710","10638","7.23"
"Vermont Technical College","Public","VT","4 Year","10598","15108","27780","7.20"
"Viterbo University","Private","WI","4 Year","9060","27970","27970","7.20"
"Zane State College","Public","OH","2 Year","0","5070","9930","7.13"
"Morehead State University","Public","KY","4 Year","9960","9170","13646","7.11"
"River Valley Community College","Public","NH","2 Year","0","6720","14970","7.04"
"Alexandria Technical and Community College","Public","MN","2 Year","0","5416","5416","7.03"
"Southwest Wisconsin Technical College","Public","WI","2 Year","0","4026","6039","6.98"
"University of Maine at Augusta","Public","ME","4 Year","0","7988","17918","6.97"
"Michigan Technological University","Public","MI","4 Year","10756","15646","33726","6.92"
"University of Northwestern Ohio","Private","OH","4 Year","2850","10650","10650","6.81"
"Northeast State Community College","Public","TN","2 Year","0","4451","17357","6.77"
"William Woods University","Private","MO","4 Year","9700","24110","24110","6.75"
"Belmont College","Public","OH","2 Year","0","4973","8070","6.72"
"University of Maine at Farmington","Public","ME","4 Year","9726","9666","19778","6.63"
"Waynesburg University","Private","PA","4 Year","10164","24820","24820","6.62"
"Granite State College","Public","NH","4 Year","0","9645","10875","6.61"
